"lat","lon","created","text","language","n_followers","n_tweets","user_location"
52.228588,0.719708,"2014-07-01 16:09:51","so much for up DCFC are 10 thats what TdF","en",96,1524,"Bury St Edmunds"
53.588967,-1.512253,"2014-07-11 13:29:57","and that will be the end of the we need","en",9,330,"barnsley yorkshire"
51.724849,-1.232882,"2014-07-06 08:10:05","Epic cycling Did a of TdF stage 2 today amp","en",0,10128,"Oxford"
53.502408,-1.386745,"2014-07-06 19:02:08","but this As its my first Tour de France Im","en",91,7007,"Rotherham/England/UK"
0,0,"2014-07-05 19:49:45","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",270,11640,"Chester, UK"
0,0,"2014-07-03 08:41:12","Hello today was was in York I am a amp","en",1480,25766,""
53.95712,-1.114256,"2014-07-07 10:54:50","here we are at Ripleycastle http","en",222,5269,"York"
53.701958,-1.660241,"2014-07-07 17:53:04","Another great day tdf http","en",3588,29558,"West Yorkshire ENGLAND"
54.554305,-6.040519,"2014-06-28 14:00:06","C Froome R Porte G Thomas B Eisel M Nieve","en",385,714,"Belfast/ireland "
55.471328,-4.59693,"2014-07-23 15:02:07","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","pt",319,9775,"Ayrshire Scotland"
53.962368,-1.085498,"2014-07-02 23:03:06","so much for up DCFC are 10 thats what TdF","fr",2723,6441,"York, England"
52.226443,0.11182,"2014-06-29 09:25:04","and that will be the end of the we need","en",496,26580,"UK"
0,0,"2014-08-10 09:25:39","Epic cycling Did a of TdF stage 2 today amp","en",2041,8632,"London"
54.634454,-1.718298,"2014-07-06 12:39:29","but this As its my first Tour de France Im","en",72,1437,""
53.902401,-1.344024,"2014-07-01 12:04:17","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",1042,19600,"LFC"
53.428875,-1.589052,"2014-07-06 18:15:20","Hello today was was in York I am a amp","en",1018,845,"Sheffield"
53.762279,-1.714981,"2014-07-04 17:08:00","here we are at Ripleycastle http","en",124,733,"Bristol, yer?"
0,0,"2014-07-19 11:16:19","Another great day tdf http","en",66,10311,"On a plane "
53.96433,-2.019703,"2014-07-05 11:51:11","C Froome R Porte G Thomas B Eisel M Nieve","en",360,861,"Malham, Yorkshire"
53.468585,-2.252383,"2014-07-04 08:55:10","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",26,167,"Manchester, UK"
53.843525,-1.577137,"2014-07-05 10:00:54","so much for up DCFC are 10 thats what TdF","en",287,2570,"Leeds"
51.377875,-2.291267,"2014-07-05 09:15:57","and that will be the end of the we need","en",40,494,""
53.94058,-1.09322,"2014-07-06 08:01:20","Epic cycling Did a of TdF stage 2 today amp","en",199,959,""
53.354487,-2.212318,"2014-07-06 20:16:56","but this As its my first Tour de France Im","en",144,680,"Cheshire "
53.401893,-1.414321,"2014-07-06 16:56:00","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","fr",40,1117,""
53.696558,-1.643624,"2014-07-05 11:37:35","Hello today was was in York I am a amp","en",338,8444,"Dewsbury"
53.708406,-1.827779,"2014-07-06 14:51:50","here we are at Ripleycastle http","en",45,1950,"Yorkshire, England"
0,0,"2014-06-04 19:22:47","Another great day tdf http","en",947,1338,"Rochdale - Lancashire "
51.500341,-0.134522,"2014-07-07 15:11:30","C Froome R Porte G Thomas B Eisel M Nieve","en",7,37,""
53.844104,-1.631709,"2014-06-26 19:37:28","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",236,1042,""
53.66958,-1.697774,"2014-07-03 17:42:59","so much for up DCFC are 10 thats what TdF","en",57,1480,"York, North Yorkshire"
54.571488,-5.907358,"2014-07-04 16:08:33","and that will be the end of the we need","en",1257,1146,"BELFAST | 1b Jameson St"
0,0,"2014-07-07 17:28:12","Epic cycling Did a of TdF stage 2 today amp","en",88,2445,"Essex UK"
0,0,"2014-06-17 21:17:26","but this As its my first Tour de France Im","en",32,24,"Carperby"
52.113711,-0.828604,"2014-07-05 14:20:03","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",287,8731,"Walthamstow, LONDON, E17"
51.416419,-0.778117,"2014-07-14 15:16:57","Hello today was was in York I am a amp","en",811,29910,"Thatcham, Berkshire"
53.533241,-1.854999,"2014-07-06 10:20:23","here we are at Ripleycastle http","en",41,95,""
0,0,"2014-07-24 20:49:55","Another great day tdf http","en",836,61443,"Reading, England"
51.500628,-0.126836,"2014-06-08 14:41:02","C Froome R Porte G Thomas B Eisel M Nieve","en",226,15694,"In an orange box."
53.991321,-1.499437,"2014-07-05 17:47:05","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",104,1825,"Harrogate"
53.643961,-1.834212,"2014-07-06 15:35:58","so much for up DCFC are 10 thats what TdF","fr",138,2455,"Huddersfield, West Yorkshire"
54.320869,-2.75378,"2014-07-06 18:15:20","and that will be the end of the we need","en",957,3573,"Kendal"
53.409614,-2.994689,"2014-07-11 22:23:39","Epic cycling Did a of TdF stage 2 today amp","en",753,20441,"Liverpool City Center"
53.816869,-1.561916,"2014-07-07 13:41:38","but this As its my first Tour de France Im","en",328,1711,"Leeds"
54.977387,-1.516702,"2014-07-18 14:53:02","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","sl",447,11492,"Hebburn, South Tyneside, UK"
53.40423,-1.41768,"2014-07-06 14:30:14","Hello today was was in York I am a amp","en",181,2991,"South East London"
0,0,"2014-06-19 08:38:45","here we are at Ripleycastle http","en",213,1133,"York"
53.957028,-1.114202,"2014-07-06 07:38:26","Another great day tdf http","en",222,5260,"York"
53.82706,-1.547753,"2014-07-05 09:54:56","C Froome R Porte G Thomas B Eisel M Nieve","en",2037,741,""
51.612077,0.531684,"2014-07-06 10:26:05","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",207,1625,"Essex, England"
0,0,"2014-07-04 18:32:52","so much for up DCFC are 10 thats what TdF","en",292,9196,""
53.686641,-1.854874,"2014-07-06 07:58:32","and that will be the end of the we need","en",573,14873,"Cote de Greetland"
51.066958,-1.318034,"2014-07-05 11:19:51","Epic cycling Did a of TdF stage 2 today amp","und",264,8775,"England"
55.142834,-1.577419,"2014-07-10 14:39:24","but this As its my first Tour de France Im","en",351,6083,""
53.778491,-1.310654,"2014-07-04 18:50:44","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","fr",412,1318,"Marseille"
0,0,"2014-07-04 21:06:33","Hello today was was in York I am a amp","en",618,649,"Guiseley and Hebden Bridge"
53.787049,-1.543267,"2014-07-05 08:10:30","here we are at Ripleycastle http","en",76,119,"Leeds"
50.838919,-0.245757,"2014-07-15 17:20:57","Another great day tdf http","fr",3205,95590,""
53.924431,-1.819906,"2014-07-03 10:00:00","C Froome R Porte G Thomas B Eisel M Nieve","en",650,1921,"Leeds, Ilkley & Wharfedale"
53.371181,-1.482988,"2014-07-07 09:25:30","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",30,157,""
51.556883,-0.171894,"2014-07-02 11:06:43","so much for up DCFC are 10 thats what TdF","en",968,4217,"Nashville TN"
51.908141,-2.101741,"2014-07-06 08:31:10","and that will be the end of the we need","en",107,2021,"Cheltenham/Loughborough/London"
53.84971,-1.619749,"2014-07-20 21:10:32","Epic cycling Did a of TdF stage 2 today amp","en",360,2150,"Leeds"
56.229815,-5.073965,"2014-07-06 00:09:34","but this As its my first Tour de France Im","en",855,71992,"SE London/Kent/Scottish Coast"
53.778168,-1.256157,"2014-07-05 12:47:18","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",106,675,"14 leeds"
53.200781,-1.009185,"2014-07-07 15:40:07","Hello today was was in York I am a amp","en",8,19,""
51.575492,-0.322003,"2014-07-07 12:14:08","here we are at Ripleycastle http","en",615,11595,"Stockbridge Hampshire"
53.430295,-1.197933,"2014-07-10 19:00:26","Another great day tdf http","en",278,2317,"Maltby,Rotherham,England"
53.794568,-1.745889,"2014-09-27 18:56:11","C Froome R Porte G Thomas B Eisel M Nieve","en",1,153,""
0,0,"2014-07-06 11:55:43","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1371,368,""
52.201418,-1.677611,"2014-07-06 07:48:20","so much for up DCFC are 10 thats what TdF","en",795,9336,"Stratford upon Avon"
53.40107,-1.431658,"2014-07-06 15:53:47","and that will be the end of the we need","sk",1455,3604,"London, UK"
54.099395,-1.398103,"2014-07-03 15:07:11","Epic cycling Did a of TdF stage 2 today amp","en",620,4319,"Ghana 2014 ⚽️"
53.960305,-1.860439,"2014-07-08 20:10:25","but this As its my first Tour de France Im","en",143,621,"Skipton"
53.781128,-1.819798,"2014-07-06 20:02:46","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","und",6,36,""
53.994882,-1.544069,"2014-06-08 16:22:13","Hello today was was in York I am a amp","en",45,1772,"Harrogate, UK"
53.80385,-1.543148,"2014-07-03 19:50:16","here we are at Ripleycastle http","vi",24223,13140,"West Yorkshire"
0,0,"2014-07-07 13:08:15","Another great day tdf http","en",566,2289,"London"
52.480156,-1.906064,"2014-07-10 18:41:53","C Froome R Porte G Thomas B Eisel M Nieve","en",75,2299,"Norwich"
52.295861,-0.223161,"2014-07-05 19:52:21","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",3833,4244,"london"
53.683467,-1.724249,"2014-07-06 13:25:14","so much for up DCFC are 10 thats what TdF","en",453,7607,"Mirfield, West Yorkshire"
51.228089,-1.463055,"2014-07-07 06:46:02","and that will be the end of the we need","en",82,17208,"hampshire uk"
51.598337,0.026671,"2014-07-16 13:57:34","Epic cycling Did a of TdF stage 2 today amp","en",253,3497,"London"
53.993384,-1.074614,"2014-07-02 13:05:20","but this As its my first Tour de France Im","en",1281,17124,"york"
51.603774,-3.636087,"2014-07-15 20:32:08","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",75,527,"Maesteg "
50.9107654,-1.405905,"2014-06-12 10:42:18","Hello today was was in York I am a amp","en",2487,32427,"Devon, England"
53.834082,-1.590098,"2014-07-04 22:20:05","here we are at Ripleycastle http","fr",508220,11024,""
53.80168,-1.548529,"2014-07-03 21:08:20","Another great day tdf http","en",22,1310,"Leeds"
53.961857,-1.082852,"2014-07-06 10:23:41","C Froome R Porte G Thomas B Eisel M Nieve","en",50,305,"Kingston-upon-Hull"
51.551412,-0.08474,"2014-07-10 12:59:34","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","und",470,13476,""
0,0,"2014-07-06 07:14:30","so much for up DCFC are 10 thats what TdF","en",50436,48622,"Yorkshire, England"
53.341526,-1.391746,"2014-07-06 19:14:27","and that will be the end of the we need","en",469,18801,""
53.383389,-2.127989,"2014-07-06 05:19:19","Epic cycling Did a of TdF stage 2 today amp","en",8007,3163,"stockport"
51.465878,-0.125568,"2014-07-07 08:03:27","but this As its my first Tour de France Im","en",1334,627,""
53.942764,-1.543113,"2014-07-05 20:40:21","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",58,158,""
53.409664,-1.428181,"2014-07-06 11:33:05","Hello today was was in York I am a amp","en",43,234,""
53.780733,-1.562915,"2014-07-07 08:33:22","here we are at Ripleycastle http","en",231,1788,"knaresborough"
53.827158,-0.964642,"2014-07-06 11:32:40","Another great day tdf http","en",25,149,"york"
53.322635,-6.295924,"2014-08-20 19:50:23","C Froome R Porte G Thomas B Eisel M Nieve","en",3070,10513,"dublin ireland"
53.648652,-1.756598,"2014-07-06 04:35:57","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",421,19196,"Huddersfield/Newcastle"
51.487543,-0.326054,"2014-07-06 17:00:56","so much for up DCFC are 10 thats what TdF","en",310,17384,"Andover/Isleworth "
51.973227,-0.7336,"2014-07-05 14:49:06","and that will be the end of the we need","en",197,14868,"Newton Leys, Buckinghamshire"
51.465722,-0.15351,"2014-07-05 15:40:54","Epic cycling Did a of TdF stage 2 today amp","en",159,3333,""
54.782245,-1.563313,"2014-07-05 18:44:54","but this As its my first Tour de France Im","en",858,13806,"London via Durham & the skies"
50.776533,1.614936,"2014-06-24 22:55:23","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","fr",101,1847,"Lille"
53.403041,-2.666666,"2014-07-07 18:22:13","Hello today was was in York I am a amp","en",1352,110271,"Warrington, UK"
0,0,"2014-07-07 14:00:17","here we are at Ripleycastle http","en",110,548,"UK"
54.41762,-1.696379,"2014-07-04 16:25:57","Another great day tdf http","en",78,162,"Edinburgh"
53.927567,-1.825795,"2014-07-05 12:16:10","C Froome R Porte G Thomas B Eisel M Nieve","en",231,20846,"Bradford"
53.381865,-2.589488,"2014-06-06 09:31:53","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",177,4374,"Warrington"
54.00201,-1.324338,"2014-07-06 09:19:19","so much for up DCFC are 10 thats what TdF","en",542,8554,"Leeds"
51.693103,-0.425613,"2014-07-05 15:44:51","and that will be the end of the we need","da",123,1277,"leeds"
51.507689,-0.127977,"2014-07-07 16:38:03","Epic cycling Did a of TdF stage 2 today amp","hu",54,375,""
53.810027,-1.536055,"2014-07-05 09:50:54","but this As its my first Tour de France Im","und",96,542,"ÜT: 53.767204,-1.572456"
51.699532,0.11195,"2014-07-07 14:39:54","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",427,5615,"London, UK"
53.971559,-1.052758,"2014-06-25 11:10:36","Hello today was was in York I am a amp","en",1773,3924,"York UK"
53.351917,0.247377,"2014-07-06 12:09:19","here we are at Ripleycastle http","en",150,827,"Sheffield"
51.161131,-0.176443,"2014-07-15 10:59:35","Another great day tdf http","en",4678,4315,"Britain"
50.946655,-2.678488,"2014-07-13 14:39:13","C Froome R Porte G Thomas B Eisel M Nieve","en",133,6416,"Somerset"
53.835864,-1.792644,"2014-06-30 19:21:03","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",3,28,""
53.993787,-1.545288,"2014-07-05 10:09:44","so much for up DCFC are 10 thats what TdF","en",1333,623,""
51.8003,-4.155681,"2014-07-11 14:50:37","and that will be the end of the we need","cy",1334,3206,"Cymru Wales"
54.054651,-2.883211,"2014-07-05 15:22:00","Epic cycling Did a of TdF stage 2 today amp","en",1795,6138,"Northern England"
51.46372786,-2.57569443,"2014-06-12 13:24:14","but this As its my first Tour de France Im","en",301,1104,""
51.505832,-0.130878,"2014-07-07 22:01:32","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",31,687,"London, UK"
53.336903,-1.375193,"2014-06-19 21:38:22","Hello today was was in York I am a amp","en",695,4080,""
55.549157,-2.839619,"2014-07-05 10:33:05","here we are at Ripleycastle http","en",101,550,"Selkirk"
54.524416,-1.179708,"2014-07-04 16:20:25","Another great day tdf http","en",690,26021,""
53.131057,-1.765825,"2014-07-14 14:52:07","C Froome R Porte G Thomas B Eisel M Nieve","en",550,9443,"Peak District Derbyshire"
54.073532,-1.409151,"2014-07-05 17:53:10","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",21,133,""
53.653731,-2.302342,"2014-07-06 10:28:02","so much for up DCFC are 10 thats what TdF","fr",642,150,"Ramsbottom, Greater Manchester"
52.205152,0.13556,"2014-07-06 21:01:17","and that will be the end of the we need","fr",853,26848,""
51.598566,-3.069775,"2014-07-05 11:15:19","Epic cycling Did a of TdF stage 2 today amp","en",86,446,"Bath"
51.589824,-0.011266,"2014-07-06 17:23:12","but this As its my first Tour de France Im","en",401,4612,"Walthamstow"
54.860793,-1.479878,"2014-06-29 13:30:32","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",12657,15703,"halies bed"
51.867426,0.580844,"2014-07-06 11:31:26","Hello today was was in York I am a amp","hu",687,4526,"Gosfield, Essex."
53.781121,-1.819777,"2014-07-06 17:18:08","here we are at Ripleycastle http","hu",4,26,""
53.608937,-1.364958,"2014-07-06 18:18:27","Another great day tdf http","en",163,5529,"West Yorkshire"
51.505939,-0.130725,"2014-07-07 16:42:59","C Froome R Porte G Thomas B Eisel M Nieve","en",98,78,""
53.41137,-1.45892,"2014-07-07 08:07:18","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",49,653,"Sheffield, UK"
51.990968,-4.972699,"2014-06-21 19:32:39","so much for up DCFC are 10 thats what TdF","en",65,195," Abergwaun Pembrokeshire"
52.841675,0.522109,"2014-07-23 22:14:49","and that will be the end of the we need","en",505,19578,"dersingham norfolk "
0,0,"2014-07-13 16:10:44","Epic cycling Did a of TdF stage 2 today amp","en",228,5573,"17 S 26"
53.995788,-1.540271,"2014-07-04 20:16:27","but this As its my first Tour de France Im","en",75,1073,""
51.701787,-4.135815,"2014-07-16 22:53:49","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",1386,21940,"Swiss Valley, Llanelli"
53.378211,-1.493738,"2014-07-03 11:44:37","Hello today was was in York I am a amp","en",207,1414,"Sheffield"
53.804008,-2.226358,"2014-07-06 14:03:28","here we are at Ripleycastle http","en",594,6319,"Burnley, England"
54.465418,-1.198761,"2014-07-04 16:23:25","Another great day tdf http","hu",68,864,"North Yorkshire"
50.836184,-0.279529,"2014-07-05 15:15:37","C Froome R Porte G Thomas B Eisel M Nieve","en",1156,7510,"Shoreham-by-Sea, West Sussex"
53.403108,-1.516208,"2014-08-21 11:24:11","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",285,1757,"Rhinegold Garden Centre,"
53.739457,-1.99318,"2014-06-30 16:53:45","so much for up DCFC are 10 thats what TdF","en",295,1591,"manchester"
51.377511,-2.363803,"2014-08-20 23:38:26","and that will be the end of the we need","es",219,3657," Bath & Oviedo "
55.81966,-4.078096,"2014-07-05 14:14:45","Epic cycling Did a of TdF stage 2 today amp","en",81,162,""
50.792305,-0.703004,"2014-07-18 15:01:03","but this As its my first Tour de France Im","en",142,8478,""
53.762741,-1.588794,"2014-07-05 20:35:30","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",387,14785,"Leeds LS27"
53.400004,-2.887362,"2014-07-06 11:01:55","Hello today was was in York I am a amp","en",71,1558,"Childwall"
53.34602,-6.260794,"2014-07-07 09:37:47","here we are at Ripleycastle http","pt",259,22102,"Somewhere "
53.840644,-1.544458,"2014-07-05 13:32:16","Another great day tdf http","fr",25,201,"Leeds"
53.799118,-1.540933,"2014-07-05 08:27:05","C Froome R Porte G Thomas B Eisel M Nieve","en",83,1148,""
51.526,-0.078,"2014-07-04 08:14:08","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",11154,5206,"London"
53.478118,-2.378857,"2014-06-07 08:59:47","so much for up DCFC are 10 thats what TdF","en",776,16225,"Salford, Lancashire"
53.898977,-1.526531,"2014-07-05 11:51:29","and that will be the end of the we need","en",364414,6175,"ITV Weekday evenings"
51.539811,0.655953,"2014-07-22 15:55:04","Epic cycling Did a of TdF stage 2 today amp","en",639,31835,"Essex/Newham"
52.466357,-0.706589,"2014-07-06 15:07:37","but this As its my first Tour de France Im","en",775,15746,"CORBY TOWN"
53.838438,-1.750623,"2014-07-07 06:15:32","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",114,1238,"West Yorkshire "
51.481324,-0.148416,"2014-06-08 20:45:19","Hello today was was in York I am a amp","fr",1079,1589,"London"
51.723485,-1.970466,"2014-07-08 15:16:07","here we are at Ripleycastle http","de",1540,5212,""
0,0,"2014-07-04 12:58:39","Another great day tdf http","en",795,335,"Peterborough"
53.8003,-1.5497,"2014-07-05 08:16:28","C Froome R Porte G Thomas B Eisel M Nieve","en",940,9146,"Manchester"
53.438033,-1.494714,"2014-07-06 15:30:00","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",62,334,"On a comfy chair."
0,0,"2014-07-24 07:37:42","so much for up DCFC are 10 thats what TdF","en",456,16029,"sous les pavés la plage"
53.584122,-2.289006,"2014-07-11 19:31:48","and that will be the end of the we need","en",17,231,"Manchester"
0,0,"2014-06-11 16:45:24","Epic cycling Did a of TdF stage 2 today amp","fr",450,1658,""
53.526861,-2.086172,"2014-07-06 17:27:56","but this As its my first Tour de France Im","fr",41,128,"forks"
51.502175,-0.123788,"2014-07-07 13:18:19","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",348,4120,"Glasgow,Scotland"
53.943836,-1.884733,"2014-07-07 07:22:41","Hello today was was in York I am a amp","en",243,18936,"addingham ilkley west yorks"
51.544641,-0.146321,"2014-07-05 17:28:47","here we are at Ripleycastle http","en",446,1674,"London"
52.606606,-1.84988,"2014-07-04 06:59:51","Another great day tdf http","und",15657,40574,"Aston, Birmingham"
54.66359,-2.738178,"2014-07-05 15:47:19","C Froome R Porte G Thomas B Eisel M Nieve","en",188,5752,"CA4/NCL/Sevilla/Prague"
53.841403,-1.603212,"2014-06-20 21:20:10","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","und",73,1452,"Leeds"
50.867872,-2.163794,"2014-07-05 15:47:01","so much for up DCFC are 10 thats what TdF","en",489,6245,"Bloody Blandford Forum"
0,0,"2014-07-06 13:00:43","and that will be the end of the we need","en",893,57392,"GranadaLand"
0,0,"2014-07-01 21:08:53","Epic cycling Did a of TdF stage 2 today amp","en",9,33,"Markington, North Yorks "
51.66864,0.097751,"2014-07-06 17:52:44","but this As its my first Tour de France Im","en",183,530,"Spitalfields, London, E1"
51.52479,-0.161623,"2014-07-05 20:15:06","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",4965,2537,"London"
53.391588,-1.481141,"2014-07-05 09:05:51","Hello today was was in York I am a amp","en",635,15755,"Sheffield"
53.610426,-1.349211,"2014-07-06 09:25:17","here we are at Ripleycastle http","en",212,2625,""
53.960946,-1.088223,"2014-07-06 08:04:13","Another great day tdf http","en",245,7666,""
53.653588,-1.821364,"2014-07-06 09:44:40","C Froome R Porte G Thomas B Eisel M Nieve","en",311,349,"UK"
53.906849,-1.686198,"2014-07-05 10:40:37","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",148,3160,"HoT, Oxfordshire, UK"
53.824138,-1.772593,"2014-07-04 18:35:16","so much for up DCFC are 10 thats what TdF","fr",1878,22838,"Bradford, UK"
54.07612,-0.201217,"2014-07-05 15:08:55","and that will be the end of the we need","en",309,2726,"Bridlington, East Yorkshire"
53.416017,-1.484331,"2014-07-06 22:27:41","Epic cycling Did a of TdF stage 2 today amp","en",873,11611,"Sheffield "
0,0,"2014-07-04 11:35:35","but this As its my first Tour de France Im","en",1025,1353,"Richmond, North Yorkshire"
0,0,"2014-07-24 15:05:57","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",466,18404,"Newcastle Upon Tyne, UK"
53.798641,-1.610242,"2014-07-05 17:08:30","Hello today was was in York I am a amp","en",186,1334,"Leeds"
0,0,"2014-07-20 13:55:45","here we are at Ripleycastle http","en",196,24780,"Cambridge, UK"
51.535381,0.188763,"2014-07-05 14:21:54","Another great day tdf http","en",779,2789,""
53.824003,-1.667664,"2014-07-06 16:16:18","C Froome R Porte G Thomas B Eisel M Nieve","en",443,1349,"Leeds/UK"
53.520343,-2.121365,"2014-07-05 13:41:36","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",188,474,"Manchester UK"
53.647803,-1.781141,"2014-07-04 17:04:37","so much for up DCFC are 10 thats what TdF","en",86,684,""
51.513936,-0.203885,"2014-07-05 07:19:16","and that will be the end of the we need","en",4,16,""
53.376304,-2.726141,"2014-07-05 07:48:54","Epic cycling Did a of TdF stage 2 today amp","en",176,3787,"Widnes"
53.703063,-1.528387,"2014-07-05 08:03:39","but this As its my first Tour de France Im","en",529,11169,""
51.53920061,-0.32197586,"2014-06-12 08:25:32","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",82,116,"London"
52.042544,-0.016746,"2014-07-07 07:22:27","Hello today was was in York I am a amp","en",277,2827,"Hertfordshire, UK"
52.244654,0.109789,"2014-07-07 15:31:18","here we are at Ripleycastle http","en",9813,31867,"iPhone: 53.997515,-1.058790"
53.766883,-2.481128,"2014-07-24 09:15:39","Another great day tdf http","en",688,33655,"Blackburn"
53.80112,-1.53357,"2014-07-05 21:16:17","C Froome R Porte G Thomas B Eisel M Nieve","en",5723,11340,"Leeds, UK"
51.507939,-0.127631,"2014-07-07 10:33:27","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","und",93,362,""
51.796779,-0.806506,"2014-07-22 20:56:04","so much for up DCFC are 10 thats what TdF","en",753,9361,""
53.849685,-1.924869,"2014-07-05 15:56:38","and that will be the end of the we need","en",187,4917,"United Kingdom"
51.55345,-0.04174,"2014-07-06 21:21:51","Epic cycling Did a of TdF stage 2 today amp","en",701,79040,"London, England. "
53.825608,-1.638629,"2014-07-03 15:33:16","but this As its my first Tour de France Im","en",1501,733,"Leeds, UK"
53.509922,-2.453758,"2014-07-05 11:00:05","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",262,4204,"Loughborough/Manchester, UK"
51.0696,-0.364088,"2014-06-26 19:59:34","Hello today was was in York I am a amp","en",104,904,"Horsham, UK"
53.825992,-1.571032,"2014-07-05 14:06:50","here we are at Ripleycastle http","en",49,2145,"Leeds, West Yorkshire."
53.795592,-1.553309,"2014-07-20 17:07:49","Another great day tdf http","en",509,1120,"Leeds, London, Mazarron"
53.381607,-2.348267,"2014-07-24 14:55:35","C Froome R Porte G Thomas B Eisel M Nieve","es",1114,9426,"Manchester"
0,0,"2014-07-03 08:20:28","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",368,1433,"Ripon"
53.371903,-1.53115,"2014-07-03 18:21:34","so much for up DCFC are 10 thats what TdF","en",116,672,"Sheffield "
53.771862,-1.063133,"2014-07-05 19:33:41","and that will be the end of the we need","en",77,3355,"Could be anywhere, babes"
53.919274,-1.800359,"2014-07-11 14:54:27","Epic cycling Did a of TdF stage 2 today amp","fr",233,2153,"UK"
53.835078,-1.771688,"2014-07-06 13:18:55","but this As its my first Tour de France Im","en",106,621,""
0,0,"2014-07-05 16:02:09","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",157,823,"London, Gravesend & Australia"
51.490903,-0.205328,"2014-07-24 16:32:19","Hello today was was in York I am a amp","en",101,249,"London"
54.001562,-1.536908,"2014-07-05 06:17:57","here we are at Ripleycastle http","en",114,181,"harrogate,north yorkshire"
51.74871,-2.251778,"2014-07-03 18:11:42","Another great day tdf http","en",79,766,""
54.001614,-1.332215,"2014-07-05 07:17:52","C Froome R Porte G Thomas B Eisel M Nieve","en",87,2441,"Yorkshire"
53.847131,-1.912359,"2014-07-05 02:30:15","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",281,5441,"Bradford"
0,0,"2014-06-24 14:23:39","so much for up DCFC are 10 thats what TdF","en",350,625,"London"
54.126021,-1.526463,"2014-07-05 10:35:19","and that will be the end of the we need","en",2346,35070,"Northallerton"
51.486904,0.028167,"2014-07-13 18:17:02","Epic cycling Did a of TdF stage 2 today amp","en",555,14813,"London"
51.749338,0.379038,"2014-07-07 16:42:45","but this As its my first Tour de France Im","en",707,6526,"Essex, UK"
53.428546,-1.597965,"2014-07-05 23:20:02","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",156,1292,""
51.506066,-0.142474,"2014-07-05 14:24:30","Hello today was was in York I am a amp","fr",39,891,"London"
53.645805,-1.847279,"2014-07-06 07:13:34","here we are at Ripleycastle http","en",596,8246,"West Yorkshire, England"
52.19079,0.123259,"2014-07-07 11:38:16","Another great day tdf http","en",42,532,"traveling"
51.734466,0.470151,"2014-07-07 13:44:23","C Froome R Porte G Thomas B Eisel M Nieve","en",399,1789,"Essex, UK"
54.941695,-1.636226,"2014-07-11 15:25:00","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","fr",188,1773,""
53.371547,-3.155513,"2014-07-03 21:29:00","so much for up DCFC are 10 thats what TdF","en",49,2157,"Wirral, Merseyside"
